stop_name,year,Borough,gtfs_longitude,gtfs_latitude,entries
Parkside Av,2021,Brooklyn,-73.961495,40.655292,2397.246290801187
Parsons Blvd,2019,Queens,-73.803326,40.707564,5847.046575342466
Parsons Blvd,2020,Queens,-73.803326,40.707564,3066.8611111111113
Parsons Blvd,2021,Queens,-73.803326,40.707564,2802.5430267062325
Pelham Bay Park,2019,Bronx,-73.828121,40.852462,6079.6
Pelham Bay Park,2020,Bronx,-73.828121,40.852462,2724.0444444444447
Pelham Bay Park,2021,Bronx,-73.828121,40.852462,2630.824925816024
Pelham Pkwy,2019,Bronx,-73.867615,40.857192,7349.564383561645
Pelham Pkwy,2019,Bronx,-73.85535899999998,40.858985,2498.3835616438355
Pelham Pkwy,2020,Bronx,-73.867615,40.857192,3280.0916666666667
Pelham Pkwy,2020,Bronx,-73.85535899999998,40.858985,1095.849582172702
Pelham Pkwy,2021,Bronx,-73.867615,40.857192,3429.2967359050444
Pelham Pkwy,2021,Bronx,-73.85535899999998,40.858985,1022.9101796407184
Pennsylvania Av,2019,Brooklyn,-73.89489499999998,40.664635,3815.9753424657533
Pennsylvania Av,2020,Brooklyn,-73.89489499999998,40.664635,1863.975
Pennsylvania Av,2021,Brooklyn,-73.89489499999998,40.664635,1811.7982195845693
President St,2019,Brooklyn,-73.950683,40.667883,2896.5945205479447
President St,2020,Brooklyn,-73.950683,40.667883,1224.6361111111114
President St,2021,Brooklyn,-73.950683,40.667883,1286.973134328358
Prince St,2019,Manhattan,-73.997702,40.724329,11961.019178082192
Prince St,2020,Manhattan,-73.997702,40.724329,3175.666666666666
Prince St,2021,Manhattan,-73.997702,40.724329,3327.3115727002973
Prospect Av,2019,Brooklyn,-73.99287199999998,40.665414,4901.704109589041
Prospect Av,2019,Bronx,-73.90177,40.819585,5951.7095890410965
Prospect Av,2020,Brooklyn,-73.99287199999998,40.665414,1863.7388888888888
Prospect Av,2020,Bronx,-73.90177,40.819585,2744.644444444445
Prospect Av,2021,Brooklyn,-73.99287199999998,40.665414,1953.6824925816024
Prospect Av,2021,Bronx,-73.90177,40.819585,2695.3501483679524
Prospect Park,2019,Brooklyn,-73.962246,40.661614,9243.550684931506
Prospect Park,2020,Brooklyn,-73.962246,40.661614,3463.655555555556
Prospect Park,2021,Brooklyn,-73.962246,40.661614,3621.127596439169
Queens Plaza,2019,Queens,-73.93724300000002,40.748973,12109.145205479454
Queens Plaza,2020,Queens,-73.93724300000002,40.748973,3924.0916666666662
Queens Plaza,2021,Queens,-73.93724300000002,40.748973,3428.06231454006
Queensboro Plaza,2019,Queens,-73.940202,40.750582,13901.320547945204
Queensboro Plaza,2020,Queens,-73.940202,40.750582,4831.102777777778
Queensboro Plaza,2021,Queens,-73.940202,40.750582,4636.06528189911
Ralph Av,2019,Brooklyn,-73.92078599999998,40.678822,5086.254794520548
Ralph Av,2020,Brooklyn,-73.92078599999998,40.678822,2196.222222222222
Ralph Av,2021,Brooklyn,-73.92078599999998,40.678822,1980.7240356083087
Rector St,2019,Manhattan,-74.01378299999998,40.707513,7242.153424657534
Rector St,2019,Manhattan,-74.01334200000002,40.70722,5584.0109589041085
Rector St,2020,Manhattan,-74.01378299999998,40.707513,1856.7666666666669
Rector St,2020,Manhattan,-74.01334200000002,40.70722,1605.8277777777778
Rector St,2021,Manhattan,-74.01378299999998,40.707513,1720.0890207715133
Rector St,2021,Manhattan,-74.01334200000002,40.70722,1349.9525222551931
Rockaway Av,2019,Brooklyn,-73.911946,40.67834000000001,4978.005479452055
Rockaway Av,2019,Brooklyn,-73.908946,40.662549,4072.893150684932
Rockaway Av,2020,Brooklyn,-73.911946,40.67834000000001,2101.891061452514
Rockaway Av,2020,Brooklyn,-73.908946,40.662549,2020.9916666666666
Rockaway Av,2021,Brooklyn,-73.911946,40.67834000000001,1908.4302670623144
Rockaway Av,2021,Brooklyn,-73.908946,40.662549,1913.3204747774482
Rockaway Blvd,2019,Queens,-73.843853,40.680429,6464.969863013699
Rockaway Blvd,2020,Queens,-73.843853,40.680429,2957.5944444444444
Rockaway Blvd,2021,Queens,-73.843853,40.680429,2978.364985163205
Rockaway Park - Beach 116 St,2019,Queens,-73.835592,40.580903,663.1972602739726
Rockaway Park - Beach 116 St,2020,Queens,-73.835592,40.580903,334.725
Rockaway Park - Beach 116 St,2021,Queens,-73.835592,40.580903,304.29376854599406
Roosevelt Island,2019,Manhattan,-73.95326,40.759145,6547.860273972603
Roosevelt Island,2020,Manhattan,-73.95326,40.759145,2409.586111111111
Roosevelt Island,2021,Manhattan,-73.95326,40.759145,2726.195845697329
Saratoga Av,2019,Brooklyn,-73.916327,40.661453,4364.7479452054795
Saratoga Av,2020,Brooklyn,-73.916327,40.661453,2195.427777777778
Saratoga Av,2021,Brooklyn,-73.916327,40.661453,2099.2433234421364
Seneca Av,2019,Queens,-73.90774,40.702762,2977.07397260274
Seneca Av,2020,Queens,-73.90774,40.702762,1308.75
Seneca Av,2021,Queens,-73.90774,40.702762,1030.893175074184
Sheepshead Bay,2019,Brooklyn,-73.954155,40.586896,11607.9010989011
Sheepshead Bay,2020,Brooklyn,-73.954155,40.586896,4925.35
Sheepshead Bay,2021,Brooklyn,-73.954155,40.586896,4805.6350148367965
Shepherd Av,2019,Brooklyn,-73.88075,40.67413,2750.342465753425
Shepherd Av,2020,Brooklyn,-73.88075,40.67413,1242.3777777777775
Shepherd Av,2021,Brooklyn,-73.88075,40.67413,1161.946587537092
Simpson St,2019,Bronx,-73.893064,40.824073,7223.627397260273
Simpson St,2020,Bronx,-73.893064,40.824073,3303.305555555556
Simpson St,2021,Bronx,-73.893064,40.824073,3318.786350148368
Smith - 9 Sts,2019,Brooklyn,-73.995959,40.67358,3978.008219178082
Smith - 9 Sts,2020,Brooklyn,-73.995959,40.67358,1683.8305555555555
Smith - 9 Sts,2021,Brooklyn,-73.995959,40.67358,1603.2522255192878
South Ferry,2020,Manhattan,-74.013664,40.702068,8317.588888888891
South Ferry,2021,Manhattan,-74.013664,40.702068,7849.504451038575
Spring St,2019,Manhattan,-74.003739,40.726227,12183.624657534248
Spring St,2019,Manhattan,-73.997141,40.722301,10088.183561643835
Spring St,2020,Manhattan,-74.003739,40.726227,3534.0055555555555
Spring St,2020,Manhattan,-73.997141,40.722301,2767.725
Spring St,2021,Manhattan,-74.003739,40.726227,3209.744807121662
Spring St,2021,Manhattan,-73.997141,40.722301,2903.7626112759644
St George,2019,Staten Island,-74.073643,40.643748,10501.331506849316
St George,2020,Staten Island,-74.073643,40.643748,3341.0472222222224
St George,2021,Staten Island,-74.073643,40.643748,3124.919881305638
St Lawrence Av,2019,Bronx,-73.86761800000002,40.831509,3531.3835616438355
St Lawrence Av,2020,Bronx,-73.86761800000002,40.831509,1708.2972222222222
St Lawrence Av,2021,Bronx,-73.86761800000002,40.831509,1658.186943620178
Steinway St,2019,Queens,-73.92074000000002,40.756879,12978.205479452055
Steinway St,2020,Queens,-73.92074000000002,40.756879,4732.855555555556
Steinway St,2021,Queens,-73.92074000000002,40.756879,4636.356083086052
Sterling St,2019,Brooklyn,-73.95085,40.662742,4597.58904109589
Sterling St,2020,Brooklyn,-73.95085,40.662742,2020.6194444444445
Sterling St,2021,Brooklyn,-73.95085,40.662742,2069.8575667655787
Sutphin Blvd,2019,Queens,-73.81070799999998,40.70546,3779.5344352617076
Sutphin Blvd,2020,Queens,-73.81070799999998,40.70546,1944.030555555556
Sutphin Blvd,2021,Queens,-73.81070799999998,40.70546,1729.0890207715133
Sutphin Blvd - Archer Av - JFK Airport,2019,Queens,-73.807969,40.700486,20424.63287671233
Sutphin Blvd - Archer Av - JFK Airport,2020,Queens,-73.807969,40.700486,8027.127777777779
Sutphin Blvd - Archer Av - JFK Airport,2021,Queens,-73.807969,40.700486,9166.72106824926
Sutter Av,2019,Brooklyn,-73.901975,40.669367,2920.5808219178084
Sutter Av,2020,Brooklyn,-73.901975,40.669367,1350.8638888888886
Sutter Av,2021,Brooklyn,-73.901975,40.669367,1267.1246290801187
Sutter Av - Rutland Rd,2019,Brooklyn,-73.92260999999998,40.664717,5759.225988700565
Sutter Av - Rutland Rd,2020,Brooklyn,-73.92260999999998,40.664717,2738.016666666667
Sutter Av - Rutland Rd,2021,Brooklyn,-73.92260999999998,40.664717,2584.116417910448
Times Sq - 42 St,2019,Manhattan,-73.987691,40.755477,179732.50684931508
Times Sq - 42 St,2020,Manhattan,-73.987691,40.755477,53251.211111111115
Times Sq - 42 St,2021,Manhattan,-73.987691,40.755477,49486.890207715136
Tompkinsville,2019,Staten Island,-74.074835,40.636949,592.6164383561644
Tompkinsville,2020,Staten Island,-74.074835,40.636949,254.82729805013926
Tompkinsville,2021,Staten Island,-74.074835,40.636949,291.37014925373137
Tremont Av,2019,Bronx,-73.905227,40.85041,8444.994520547945
Tremont Av,2020,Bronx,-73.905227,40.85041,3880.4083333333333
Tremont Av,2021,Bronx,-73.905227,40.85041,3618.765578635015
Union Sq - 14 St,2020,Manhattan,-73.99073,40.734789,28049.95555555556
Union Sq - 14 St,2021,Manhattan,-73.99073,40.734789,26232.545994065284
Union St,2019,Brooklyn,-73.98311,40.677316,6287.249315068492
Union St,2020,Brooklyn,-73.98311,40.677316,2245.5027777777773
Union St,2021,Brooklyn,-73.98311,40.677316,2318.089020771513
Utica Av,2019,Brooklyn,-73.930729,40.679364,14270.210958904108
Utica Av,2020,Brooklyn,-73.930729,40.679364,5710.969444444445
Utica Av,2021,Brooklyn,-73.930729,40.679364,5167.139465875371
Van Cortlandt Park - 242 St,2019,Bronx,-73.898583,40.889248,6161.657534246576
Van Cortlandt Park - 242 St,2020,Bronx,-73.898583,40.889248,2724.25
Van Cortlandt Park - 242 St,2021,Bronx,-73.898583,40.889248,2848.124629080119
Van Siclen Av,2019,Brooklyn,-73.891688,40.678024,2216.8093922651933
Van Siclen Av,2019,Brooklyn,-73.89035799999998,40.67271,2580.9890410958906
Van Siclen Av,2019,Brooklyn,-73.889395,40.665449,2383.1369863013697
Van Siclen Av,2020,Brooklyn,-73.891688,40.678024,1149.2555555555555
Van Siclen Av,2020,Brooklyn,-73.89035799999998,40.67271,1213.7888888888888
Van Siclen Av,2020,Brooklyn,-73.889395,40.665449,1145.8361111111112
Van Siclen Av,2021,Brooklyn,-73.891688,40.678024,1118.287833827893
Van Siclen Av,2021,Brooklyn,-73.89035799999998,40.67271,1097.4243323442136
Van Siclen Av,2021,Brooklyn,-73.889395,40.665449,1030.062314540059
Vernon Blvd - Jackson Av,2019,Queens,-73.953581,40.742626,12819.18630136986
Vernon Blvd - Jackson Av,2020,Queens,-73.953581,40.742626,4696.088888888889
Vernon Blvd - Jackson Av,2021,Queens,-73.953581,40.742626,4372.281899109792
W 4 St,2019,Manhattan,-74.000495,40.732338,38751.39178082192
W 4 St,2020,Manhattan,-74.000495,40.732338,11625.563888888892
W 4 St,2021,Manhattan,-74.000495,40.732338,11083.00296735905
W 8 St - NY Aquarium,2019,Brooklyn,-73.975939,40.576127,2317.8383561643836
W 8 St - NY Aquarium,2020,Brooklyn,-73.975939,40.576127,886.3805555555556
W 8 St - NY Aquarium,2021,Brooklyn,-73.975939,40.576127,1000.9436201780417
WTC Cortlandt,2019,Manhattan,-74.012188,40.711835,11778.016438356164
WTC Cortlandt,2020,Manhattan,-74.012188,40.711835,2942.758333333333
WTC Cortlandt,2021,Manhattan,-74.012188,40.711835,2654.0118694362022
Wakefield - 241 St,2019,Bronx,-73.85061999999998,40.903125,4058.778082191781
Wakefield - 241 St,2020,Bronx,-73.85061999999998,40.903125,2108.425
Wakefield - 241 St,2021,Bronx,-73.85061999999998,40.903125,2148.13056379822
Wall St,2019,Manhattan,-74.011862,40.707557,15451.054945054944
Wall St,2019,Manhattan,-74.0091,40.70682100000001,19205.73698630137
Wall St,2020,Manhattan,-74.011862,40.707557,4346.9
Wall St,2020,Manhattan,-74.0091,40.70682100000001,5493.791666666667
Wall St,2021,Manhattan,-74.011862,40.707557,3492.323442136499
Wall St,2021,Manhattan,-74.0091,40.70682100000001,3982.786350148368
West Farms Sq - E Tremont Av,2019,Bronx,-73.880049,40.84029500000001,5859.049315068492
West Farms Sq - E Tremont Av,2020,Bronx,-73.880049,40.84029500000001,2566.725
West Farms Sq - E Tremont Av,2021,Bronx,-73.880049,40.84029500000001,2567.86350148368
Westchester Sq - E Tremont Av,2019,Bronx,-73.842952,40.839892,5018.4602739726015
Westchester Sq - E Tremont Av,2020,Bronx,-73.842952,40.839892,2303.705555555556
Westchester Sq - E Tremont Av,2021,Bronx,-73.842952,40.839892,2281.213649851632
Whitehall St,2019,Manhattan,-74.01299399999998,40.703087,28835.47397260274
Whitlock Av,2019,Bronx,-73.88628299999998,40.826525,1621.7506849315066
Whitlock Av,2020,Bronx,-73.88628299999998,40.826525,823.4333333333333
Whitlock Av,2021,Bronx,-73.88628299999998,40.826525,792.3204747774481
Wilson Av,2019,Brooklyn,-73.904046,40.688764,3599.9150684931506
Wilson Av,2020,Brooklyn,-73.904046,40.688764,1616.333333333333
Wilson Av,2021,Brooklyn,-73.904046,40.688764,1643.3827893175073
Winthrop St,2019,Brooklyn,-73.9502,40.656652,5244.863013698629
Winthrop St,2020,Brooklyn,-73.9502,40.656652,2652.444444444445
Winthrop St,2021,Brooklyn,-73.9502,40.656652,2734.464285714286
Woodhaven Blvd,2019,Queens,-73.869229,40.733106,17630.2
Woodhaven Blvd,2019,Queens,-73.851576,40.693879,3726.8324175824177
Woodhaven Blvd,2020,Queens,-73.869229,40.733106,7134.991666666668
Woodhaven Blvd,2020,Queens,-73.851576,40.693879,1884.513888888889
Woodhaven Blvd,2021,Queens,-73.869229,40.733106,7634.319402985075
Woodhaven Blvd,2021,Queens,-73.851576,40.693879,1855.577049180328
Woodlawn,2019,Bronx,-73.878751,40.886037,5877.216438356165
Woodlawn,2020,Bronx,-73.878751,40.886037,2640.102777777777
Woodlawn,2021,Bronx,-73.878751,40.886037,2918.9614243323435
Woodside - 61 St,2019,Queens,-73.902984,40.74563,14946.148760330578
Woodside - 61 St,2020,Queens,-73.902984,40.74563,6449.266666666666
Woodside - 61 St,2021,Queens,-73.902984,40.74563,7096.3827893175085
York St,2019,Brooklyn,-73.986751,40.701397,10802.742465753425
York St,2020,Brooklyn,-73.986751,40.701397,3368.133333333333
York St,2021,Brooklyn,-73.986751,40.701397,2992.7299703264093
Zerega Av,2019,Bronx,-73.847036,40.836488,2220.764383561644
Zerega Av,2020,Bronx,-73.847036,40.836488,963.9722222222223
Zerega Av,2021,Bronx,-73.847036,40.836488,943.1513353115728
